stem,count
"טיפולי",62
"יגישו",62
"התואר",62
"בעירייה",62
"כשנתיים",62
"היטלי",62
"ביקשתם",62
"עוצרים",62
"ריכוזיות",62
"אפנה",62
"באדם",62
"מנכלים",62
"שה",62
"הקביעה",62
"בעשר",62
"חנויות",62
"מוזס",62
"אגודות",62
"מחאה",62
"מכללת",62
"מגדלים",62
"הצביע",62
"שקרו",62
"בירור",62
"תדרים",62
"המורכבות",62
"פעל",62
"עתודות",62
"לראשי",62
"ובמקרה",62
"משקי",62
"החלה",62
"תכלית",62
"סביבתיים",62
"רוזנר",62
"חתמו",62
"מספיקים",62
"משלושה",62
"ליפמן",62
"לחופש",62
"למעגל",62
"משלים",62
"לאחור",62
"טבלה",62
"היצרן",62
"נלקח",62
"המוטיבציה",62
"הבתים",62
"לנציגי",62
"שלושים",62
"ההזמנה",62
"לפיכך",62
"התאונות",62
"צדדים",62
"ידועים",62
"כמיטב",62
"מפסידים",62
"השלכה",62
"תתחילו",62
"מבוססת",62
"קרב",62
"עשוי",62
"ומאז",62
"יידון",62
"איני",62
"הבטחה",62
"הבגץ",62
"שביקשנו",62
"המהיר",62
"פדגוגית",62
"תובע",62
"בינלאומי",62
"ייצאו",62
"ומקבלים",62
"באולם",62
"אוכפים",62
"כדורסל",62
"ולשנות",62
"ממשלות",62
"בהחלטות",62
"תקציביים",62
"ומחר",62
"קשרים",62
"מהנשים",62
"כמויות",62
"ונמשיך",62
"האסירים",62
"בשבועיים",62
"בסיוע",62
"מנגנוני",62
"מסכנים",62
"להנחות",62
"שיטות",62
"ייסגר",62
"לעזרה",62
"זרות",62
"מחנכים",62
"להסתמך",62
"ובדרך",62
"מותנית",62
"כפופים",62
"בקידום",62
"הצביעו",62
"ינון",62
"המשאב",62
"יכלול",62
"למועצת",62
"שהעלית",62
"הצגתי",62
"בהסכמת",62
"בדין",62
"שבמהלך",62
"קולטים",62
"העיתונים",62
"שהוזכר",62
"העצמאי",61
"מעמיקה",61
"מתנהלת",61
"הטלת",61
"קורבן",61
"אוניברסיטה",61
"אפרת",61
"העיכוב",61
"נפלה",61
"המיוחדות",61
"סקרים",61
"הרושם",61
"צבאי",61
"קלות",61
"הדלקים",61
"מהתלמידים",61
"שפת",61
"רוחבי",61
"מקפח",61
"מוצלחת",61
"מושלם",61
"נתתם",61
"שנותנות",61
"דרכו",61
"העוסק",61
"העתירה",61
"נפתחו",61
"נעזור",61
"אהבה",61
"התזכיר",61
"לנתח",61
"סבירות",61
"הנכבדים",61
"תשמעי",61
"מובהק",61
"סגרו",61
"מיותרת",61
"ביעד",61
"דגל",61
"בספרות",61
"נשארה",61
"היקר",61
"בטל",61
"חדפעמי",61
"מאנשי",61
"הקדושים",61
"ערביים",61
"באת",61
"פסיקה",61
"אגח",61
"איקס",61
"פינה",61
"השוואת",61
"וכי",61
"שהזכרתי",61
"לעניות",61
"הגיבוי",61
"המדען",61
"הפריסה",61
"שרצינו",61
"הזר",61
"שהוצע",61
"מודיעים",61
"עורכתהדין",61
"יסודית",61
"וגדל",61
"בצוות",61
"אוציא",61
"לאסור",61
"מסתיים",61
"מכולות",61
"ובעקבות",61
"חומש",61
"גישור",61
"מענים",61
"תחושת",61
"גורמת",61
"הסקטור",61
"מכובדי",61
"חוקק",61
"טיוטה",61
"פיטורים",61
"דיבורים",61
"המשימה",61
"צהרים",61
"נוחה",61
"לצרכי",61
"מגה",61
"החומש",61
"אליהו",61
"שמטפלת",61
"התנגד",61
"טכנולוגי",61
"מהחברות",61
"לניצולי",61
"הפסקת",61
"הפיתרון",61
"סבירים",61
"רעה",61
"שיביא",60
"נמחק",60
"המקורות",60
"שקראתי",60
"עיסאווי",60
"עמ",60
"במשותף",60
"לאיבוד",60
"הרפז",60
"בגודל",60
"בניה",60
"השיחה",60
"שנוגעת",60
"תפילה",60
"חופשית",60
"ויפה",60
"צרכני",60
"בסיור",60
"יקום",60
"שרואה",60
"בנויה",60
"יצאתי",60
"תשבו",60
"התוקף",60
"שלבים",60
"שקף",60
"השתלמויות",60
"דיין",60
"זכו",60
"לרכז",60
"להעתיק",60
"מוסר",60
"ההתמחות",60
"להורה",60
"הרבניים",60
"לשרה",60
"החוזר",60
"כוונת",60
"לפקודה",60
"מרוב",60
"אפקטיבית",60
"בתוכניות",60
"וכאלה",60
"הצמדה",60
"הפיצול",60
"שילוט",60
"גיור",60
"ונוכל",60
"דרג",60
"מפלגות",60
"מחולק",60
"גמאל",60
"נתפס",60
"ובכך",60
"הפרת",60
"הטקסטיל",60
"ההשבה",60
"לקבוצות",60
"חייו",60
"הדובר",60
"שתבינו",60
"מוסמכים",60
"לבחינה",60
"גמר",60
"חלקו",60
"אהובה",60
"ותראו",60
"הישראלים",60
"יפנה",60
"והולכים",60
"תחשוב",60
"הפדגוגית",60
"ברצון",60
"האמא",60
"בתאונות",60
"דחיית",60
"עיקריים",60
"זקנה",60
"ביחידות",60
"טענו",60
"ארוכת",60
"מהרשויות",60
"למחקר",60
"אביטל",60
"מהבעיה",60
"ההסעות",60
"ארדן",60
"גמלה",60
"בקבלת",60
"להתפתח",60
"אלעל",60
"ורד",60
"לחוף",60
"קבועות",60
"שוות",60
"גדי",60
"הגננת",60
"הסברים",60
"בשנייה",59
"הביטחוני",59
"תיאור",59
"להסכמים",59
"הזכרתי",59
"אוניברסיטאות",59
"יועצות",59
"הספק",59
"ולטפל",59
"העצמי",59
"השלמה",59
"קרו",59
"מתקיימות",59
"מחוקקים",59
"עציון",59
"מתחום",59
"הקיום",59
"בקלאב",59
"והתעשייה",59
"ולחזור",59
"שלקח",59
"חיסונים",59
"הפוליטי",59
"הקיבוצי",59
"נהוג",59
"כט",59
"הסינית",59
"וכשאני",59
"ולחשוב",59
"היתרון",59
"עוצמה",59
"שמתאים",59
"הקימה",59
"בשוליים",59
"בקי",59
"שוורץ",59
"במידע",59
"נוצרה",59
"ההתייעצות",59
"שהביאו",59
"נגיעה",59
"ותק",59
"תפקידנו",59
"מהדבר",59
"מילא",59
"שמתחילים",59
"מספקים",59
"פגע",59
"הפוכה",59
"קרא",59
"הכנו",59
"ישנים",59
"האש",59
"הנציב",59
"כפל",59
"והתעסוקה",59
"ברווחה",59
"והמנכל",59
"הכרתי",59
"אירועי",59
"כבדה",59
"לספורט",59
"הכאב",59
"תשומות",59
"שכולל",59
"זרוע",59
"וללא",59
"חקלאים",59
"המכר",59
"האיזונים",59
"רלוונטיות",59
"מוריה",59
"ריאליים",59
"מסעיף",59
"לביטול",59
"בשבילך",59
"מקומיים",59
"יובא",59
"אלטרנטיבות",59
"נגע",59
"טוביה",59
"מתחדשת",59
"שהשירות",59
"אלוהים",59
"מתוכן",59
"הציגו",59
"התרשמתי",59
"ארוחת",59
"ההסדרה",59
"כהוראת",59
"גרמניה",59
"יורם",59
"ברית",59
"נפרדות",59
"נשאלת",59
"מייצרת",59
"ברגל",59
"שהמחיר",59
"בעלפה",59
"תקף",59
"קטע",59
"והגליל",59
"ההכרה",59
"העוסקים",59
"שבשנת",59
"חזרו",59
"ויכולים",58
"סטטיסטיקה",58
"שמתקיימים",58
"שהוקם",58
"מפתחים",58
"פרמטר",58
"אדלשטיין",58
"העירוניים",58
"באום",58
"לתושבי",58
"הנאמנות",58
"רושמים",58
"ונכים",58
"המחוקקים",58
"המייעצת",58
"כדורגל",58
"בסטנדרטים",58
"הנדסה",58
"הצבעות",58
"להסתדר",58
"דחייה",58
"לולאת",58
"שיתנו",58
"מעמדם",58
"מוסרית",58
"לגורם",58
"פרקים",58
"מוזיאון",58
"הקנביס",58
"במתווה",58
"תפקידך",58
"המכסים",58
"יסודיים",58
"הציגה",58
"יבצע",58
"בארבעה",58
"לערער",58
"זכיתי",58
"תוציא",58
"היציבות",58
"חטיבה",58
"לגיטימציה",58
"הגדלה",58
"המכללה",58
"הפורמלי",58
"אדע",58
"שהמחירים",58
"מפת",58
"שעוסקות",58
"מכללה",58
"שנתנה",58
"פורמלית",58
"הכספיים",58
"מגביל",58
"שדיברתי",58
"הציעה",58
"מהלשכה",58
"בחזית",58
"העישון",58
"הפרעתי",58
"כשלעצמו",58
"הקבועים",58
"הכבלים",58
"נחשבים",58
"משוחרר",58
"תורידו",58
"מצווה",58
"שכפי",58
"המהירות",58
"תרבותית",58
"מתרשם",58
"הדרוזית",58
"עולמי",58
"המכביה",58
"לכו",58
"הרשמית",58
"חווה",58
"הכרחי",58
"נשכח",58
"לשון",58
"החרגה",58
"הרבני",58
"ונושא",58
"הנדלן",58
"נדחתה",58
"יספק",58
"שתעשו",58
"מושבים",58
"ניפגש",58
"הסטנדרטים",58
"במידת",58
"לכלא",58
"שכירות",58
"קווי",58
"בעייתיים",58
"תגמולים",58
"ניהלתי",58
"גומרים",58
"בחשמל",58
"לעצם",58
"מזומן",58
"מתכנסת",58
"לרחוב",58
"החלופות",58
"להסתיים",58
"ביצע",58
"שמוביל",57
"להבחין",57
"עניים",57
"טיפלנו",57
"תוסיף",57
"הצווים",57
"לנציג",57
"ומכיוון",57
"מהפעילות",57
"שהתקיים",57
"סעיפי",57
"נזמין",57
"שקצת",57
"כעיקרון",57
"לסיפור",57
"יאשר",57
"איזונים",57
"הביןלאומי",57
"בפייסבוק",57
"החמרה",57
"שנפתח",57
"בתשובה",57
"ההפניה",57
"השכבה",57
"אשלים",57
"בילד",57
"עצה",57
"בטור",57
"הקורסים",57
"לעסק",57
"יקראו",57
"משלמות",57
"אוזן",57
"החבר",57
"הצהרת",57
"עיוורים",57
"התכוונו",57
"קארין",57
"ואמרת",57
"שמשהו",57
"ושירותים",57
"שהוצגה",57
"ממתי",57
"מתוקצבים",57
"בתמונה",57
"בגליל",57
"רואות",57
"החי",57
"לשבור",57
"הבעל",57
"ההכשרות",57
"עיתונים",57
"באנגליה",57
"העשרה",57
"הדר",57
"שהזכרת",57
"אשתו",57
"משלימים",57
"ואדוני",57
"עוזבים",57
"עזב",57
"נתקע",57
"הצבענו",57
"השאלת",57
"החתימה",57
"המחויבות",57
"מהביטוח",57
"יונה",57
"והבינוניים",57
"כז",57
"הענישה",57
"במגרש",57
"חלות",57
"שנינו",57
"ונדמה",57
"גמלאי",57
"שהתקבלו",57
"שמתייחס",57
"בנוכחות",57
"בשאר",57
"תסבירו",57
"בתפקידים",57
"לינואר",57
"מופקד",57
"מצדי",57
"מבחינתם",57
"מתקשרים",57
"וקצת",57
"חפר",57
"ממשרדי",57
"ושני",57
"מתמודדת",57
"מיטב",57
"ומנכל",57
"מבחינתכם",57
"הפסקות",57
"שינויי",57
"שחשבנו",57
"בחר",57
"כשבאים",57
"מנוסח",57
"שמכיוון",57
"דרגת",57
"בהרשאה",57
"העומס",57
"צפוי",57
"עץ",57
"והולך",57
"רבתי",57
"איכותיים",57
"מרחיבים",57
"זרה",57
"המרחב",57
"פיני",57
"ריבוי",57
"בתעסוקה",57
"מודאג",57
"ונמצאים",57
"החדר",57
"הפיננסיים",57
"המניעה",57
"התכנסה",57
"לעיוור",57
"במשבר",56
"בלוחות",56
"באלה",56
"לתאגיד",56
"להימשך",56
"הסכימה",56
"הירדן",56
"חלים",56
"והחברה",56
"מקפידים",56
"התייחסתי",56
"ואג",56
"הפקודה",56
"וההורים",56
"מידתי",56
"מאתיים",56
"אובייקטיבי",56
"בשאלות",56
"אמתית",56
"לחוזים",56
"הריאלי",56
"האפשרי",56
"למפעלים",56
"דו",56
"מותאם",56
"המטופלים",56
"ולקדם",56
"ואותם",56
"שילמתי",56
"שיפוטית",56
"במשרה",56
"שומות",56
"מועלם",56
"התקשרויות",56
"המשמעותיים",56
"היתרונות",56
"ניסה",56
"משמעויות",56
"אחים",56
"גאים",56
"מודדים",56
"ביחידת",56
"צער",56
"שעומדות",56
"לארגונים",56
"אלהרר",56
"עבדה",56
"אצבע",56
"נוצרים",56
"האקלים",56
"בסוג",56
"טק",56
"ומיד",56
"הבנים",56
"ותראה",56
"המתאר",56
"לנישואין",56
"הטכני",56
"ההלוואות",56
"הספרות",56
"צריכת",56
"לצמיחה",56
"הבכיר",56
"המובילים",56
"גמלת",56
"ומקבל",56
"תחילתן",56
"מפאת",56
"לבגצ",56
"ממצב",56
"במרחק",56
"כיוונים",56
"מעמידים",56
"שישים",56
"הזכירו",56
"לדבריו",56
"שהצרכן",56
"שמאז",56
"באשקלון",56
"לידיים",56
"לשקף",56
"לומדת",56
"ציוני",56
"פגרת",56
"אחידות",56
"מארצות",56
"לפרסום",56
"ליפול",56
"קאנטרי",56
"שצוין",56
"לרכב",56
"עמידר",56
"הסתכלות",56
"חווים",56
"לאיש",56
"במרשם",56
"להפיץ",56
"בעלייה",56
"בלוד",56
"עירוניים",56
"שקבוע",56
"יעבירו",56
"ועלפי",56
"חיות",56
"בארשבע",56
"מצרים",56
"זכאית",56
"הטבלה",56
"המבצעים",56
"ולמצוא",56
"הממשק",56
"שכרטרחה",56
"מקבילה",56
"היהדות",56
"העיוורים",56
"המנוי",56
"כוונות",56
"המיוחדים",56
"נסגרו",56
"ההפך",56
"מנהלות",56
"נגישים",55
"אשמים",55
"מהנדסים",55
"קבעתם",55
"דם",55
"עוני",55
"ובמקביל",55
"אדטו",55
"האלטרנטיבה",55
"לפיו",55
"מתווכח",55
"בשקיפות",55
"לשאר",55
"הרכבים",55
"סוציאליות",55
"תדעו",55
"לאפס",55
"עבורו",55
"ההתפתחות",55
"צנוירט",55
"תעשי",55
"ומבחינת",55
"הלמס",55
"מוצדק",55
"התנגדויות",55
"בירה",55
"עצמאיים",55
"במכרזים",55
"ארבעים",55
"סיגריות",55
"ישוב",55
"מיותרים",55
"קילו",55
"מקצה",55
"לאסיפה",55
"לנשיא",55
"הנגשה",55
"לתוצאה",55
"תיתנו",55
"להשבה",55
"העל",55
"לחנות",55
"שעסק",55
"לרווחה",55
"הבירוקרטיה",55
"במועצת",55
"המלאכה",55
"נסבל",55
"בחוסר",55
"מתקצבים",55
"מכינה",55
"מוכרחים",55
"היהודיים",55
"יאמרו",55
"שהביא",55
"שיביאו",55
"שהגישו",55
"שבשנים",55
"להבנתי",55
"בב",55
"בוגרים",55
"יסכים",55
"אמצע",55
"חופי",55
"לעצמך",55
"נתונה",55
"סוהר",55
"פתרנו",55
"בדמי",55
"כשכל",55
"ילדות",55
"בלבול",55
"לדעתך",55
"פסח",55
"קלדרון",55
"תשואה",55
"לשינויים",55
"המכובדים",55
"הערוצים",55
"לרתא",55
"השכונות",55
"שבני",55
"לעקוף",55
"זולים",55
"שייכת",55
"המעצר",55
"מצבו",55
"סכומי",55
"אשכנזי",55
"למשא",55
"הנזקים",55
"וייס",55
"שממנה",55
"ההקמה",55
"מנצלים",55
"תשעב",55
"הטבת",55
"השתמשו",55
"מעצ",55
"שכחתי",55
"סביבתית",55
"ניתוחים",55
"בנקודות",55
"נסיעות",55
"כבדים",55
"נתקלתי",55
"בהתחשב",55
"מכללות",55
"ובשנה",55
"למקד",55
"הפסולת",55
"שפיר",55
"תרשום",55
"דתיות",55
"אג",55
"סטנלי",55
"ולעבוד",55
"בנימין",55
"מתאם",54
"שהציע",54
"השניים",54
"תיפתר",54
"להיאבק",54
"יופיע",54
"תמלוגים",54
"צוואר",54
"מקיימת",54
"נפת",54
"בשיח",54
"הצגה",54
"המשפחתי",54
"לחקלאים",54
"הבדלים",54
"להיתר",54
"יוציא",54
"התביעות",54
"לביתמשפט",54
"הנוספות",54
"ולמי",54
"מגדיל",54
"אצירה",54
"בהכשרה",54
"תכתוב",54
"הפלטפורמה",54
"אשה",54
"בשילוב",54
"התשומות",54
"הדוק",54
"הלחם",54
"מפחיד",54
"מיושם",54
"הנחיית",54
"רחבות",54
"מכר",54
"נמסר",54
"בחוץלארץ",54
"מליאה",54
"המשמעותי",54
"שהציג",54
"ואולם",54
"ממוקדת",54
"המדיה",54
"נועדו",54
"נתקבל",54
"לרב",54
"אומץ",54
"נסכים",54
"אזוריות",54
"שבעולם",54
"לספור",54
"הסגל",54
"קהילתית",54
"מהשנה",54
"ממכון",54
"בהון",54
"ועומד",54
"הרשימות",54
"שעולות",54
"אשתי",54
"התופעות",54
"יתברר",54
"ולהמשיך",54
"שתאפשר",54
"בפטור",54
"שישבו",54
"הסוציאלי",54
"ותת",54
"אבחון",54
"פקע",54
"וערבים",54
"ומנסים",54
"פרשת",54
"מאבדים",54
"שליחים",54
"החלטתם",54
"מעוניינת",54
"עמית",54
"ממדינת",54
"הפדגוגי",54
"המועמדים",54
"להרוס",54
"ניסוי",54
"הרחוק",54
"הראויה",54
"חזרנו",54
"טועים",54
"מהעובדה",54
"עצמון",54
"ביישום",54
"מכה",54
"ובו",54
"תרבותי",54
"בכבישים",54
"להסמיך",54
"מעצם",54
"הייטק",54
"המנכלים",54
"ירוקה",54
"בקרת",54
"שישנו",54
"הוודאות",54
"התפעול",54
"לאחל",54
"שחייב",54
"השקיעה",54
"הכהונה",54
"בשיעורים",54
"המתאימים",54
"וכלכלה",54
"נעה",54
"מוכרחה",53
"רביעית",53
"שידורים",53
"להבנה",53
"נחקק",53
"ליצרנים",53
"החטיבה",53
"מאגרי",53
"שמורים",53
"לחירש",53
"המנגנונים",53
"היושבים",53
"החשובות",53
"שעצם",53
"הארגוני",53
"ענן",53
"לשתות",53
"ענקית",53
"בעבודת",53
"נפשי",53
"הגוינט",53
"הדוגמאות",53
"בניסיון",53
"מפי",53
"בניסוח",53
"תיאורטית",53
"פיזור",53
"ובצורה",53
"ספורים",53
"סוכרת",53
"סכסוך",53
"באש",53
"ההכנה",53
"השפעות",53
"לפגישה",53
"באוטובוס",53
"האסיפה",53
"ממוחשב",53
"צבע",53
"הטיולים",53
"קובץ",53
"בנכס",53
"הטיסה",53
"מעכב",53
"המשרות",53
"משפחתי",53
"חגי",53
"התמורה",53
"מסכן",53
"הסרט",53
"המשפטיות",53
"מרינה",53
"הנימוקים",53
"וביקש",53
"החזון",53
"בונוס",53
"פתק",53
"ייפגע",53
"אסתר",53
"מעשית",53
"לתמיכה",53
"בביטחון",53
"בתקנים",53
"איל",53
"מבחינתו",53
"הלשכות",53
"מתכונת",53
"המיליון",53
"בטעות",53
"תעסוקתי",53
"רלבנטי",53
"תכניס",53
"מסייעים",53
"מחודש",53
"רעיה",53
"בשידור",53
"יושביראש",53
"רשומה",53
"ולהסביר",53
"שמרוויח",53
"הספריות",53
"ולאו",53
"תסכים",53
"חסרות",53
"משרתים",53
"לקשישים",53
"בנט",53
"לאחת",53
"מספרי",53
"ביטחוניים",53
"ולבנות",53
"לחקירה",53
"תגיעו",53
"מתמודד",53
"מחנך",53
"ליור",53
"מתחלק",53
"עמוקה",53
"בחדרי",53
"לתחנה",53
"המהנדסים",53
"זוהי",53
"סימני",53
"באזרחות",53
"והגיע",53
"שהצענו",53
"בשוויון",53
"נורמות",53
"קהילת",53
"האמירות",53
"בוזי",53
"תמשיכי",53
"בחטיבות",53
"חכה",53
"ומדיניות",53
"תעזור",53
"שקבעה",53
"פחד",53
"הגמל",53
"חשופים",53
"מהמצב",53
"יפחת",53
"מוציאה",53
"מאושרים",53
"באזורי",53
"ומשם",52
"הרוסית",52
"תלות",52
"בשמירה",52
"יפרסם",52
"צוותים",52
"שממנו",52
"אמנת",52
"העקרוני",52
"ולפחות",52
"ההתחלה",52
"אסטרטגית",52
"תסלחו",52
"הירושה",52
"הקרקעות",52
"מדא",52
"והדיון",52
"מחוזית",52
"ומידע",52
"הדתיים",52
"הכניסו",52
"להיעזר",52
"וג",52
"הקונה",52
"מתבצעת",52
"כרטיסי",52
"הסניפים",52
"אכיפת",52
"כרוך",52
"יצליחו",52
"כוועדת",52
"שהתהליך",52
"לארבעה",52
"מטי",52
"התינוק",52
"קדוש",52
"הגון",52
"ונשמע",52
"לארח",52
"להיטיב",52
"גמלאות",52
"הבסיסיים",52
"יתרונות",52
"לרובוטיקה",52
"השבכ",52
"פילוח",52
"מקלטים",52
"הסתבר",52
"בור",52
"ברח",52
"לשכור",52
"הרצח",52
"לשניים",52
"ההתנגדות",52
"האורחים",52
"דרישת",52
"מרווח",52
"מניסיוני",52
"קריאת",52
"מועברים",52
"סבורה",52
"תקשיבי",52
"לאטלאט",52
"לכיתות",52
"ההשגה",52
"סוכני",52
"ממצאים",52
"לעבר",52
"שהתלמידים",52
"וטיפול",52
"אינדיקציה",52
"העמדת",52
"לדירה",52
"נורמה",52
"להשכיר",52
"הנוסעים",52
"שיישאר",52
"לצורכי",52
"ייווצר",52
"שירצו",52
"לדירות",52
"מקוצר",52
"בהכנסה",52
"חלשים",52
"למספרים",52
"בהקשרים",52
"בעמידה",52
"אדומים",52
"הפן",52
"הפריט",52
"קיבוצים",52
"משכנתא",52
"פועלות",52
"גמזו",52
"מקומו",52
"ללימודים",52
"הנדרשת",52
"מצביעה",52
"הציונית",52
"מפריעים",52
"הפקת",52
"וחוסר",52
"להאשים",52
"יועבר",52
"השקיעו",52
"ארליך",52
"ארצותהברית",52
"בתיכון",52
"לגיטימית",52
"פתחו",52
"ומול",52
"כינוס",52
"נכבדים",52
"הצעד",52
"הקשבתי",52
"לאל",52
"צבאית",52
"בכולם",52
"העגול",52
"ונציג",52
"מצאה",52
"שופרסל",52
"שדנו",52
"מסין",52
"בנפש",52
"קיצונית",52
"דאגה",52
"שפנו",52
"מסבירה",52
"ולי",52
"לפשט",52
"לחוות",52
"באי",52
"פונקציה",52
"שקופים",52
"תבחר",52
"מחדל",52
"הרציפות",52
"השונה",52
"להעניש",52
"לרופאים",51
"בחישוב",51
"בחומר",51
"מרכזת",51
"באירועים",51
"לתנאי",51
"לפנים",51
"שהעבודה",51
"הנוכחות",51
"כמורה",51
"תמשיכו",51
"רכיב",51
"ההרגשה",51
"שאישרנו",51
"דוחים",51
"שלהבת",51
"אא",51
"ממתינים",51
"חינוכיות",51
"בקופה",51
"לירוחם",51
"להכריח",51
"ליחידות",51
"מבצעת",51
"בחוזר",51
"מבטיחים",51
"ושנה",51
"תוציאו",51
"האתיקה",51
"תשב",51
"תפסיק",51
"חיוניים",51
"כדבר",51
"מעבדה",51
"אמונים",51
"אלמנטים",51
"קונקרטית",51
"מגבילים",51
"פיננסית",51
"עודפים",51
"שמאפשרים",51
"שיקבל",51
"שהמורים",51
"טיולים",51
"סיימו",51
"ופיקוח",51
"יכלה",51
"שהמנהל",51
"שולל",51
"הדגל",51
"נכללים",51
"ניגש",51
"במטה",51
"שמופיעים",51
"לגביית",51
"לחוץ",51
"בקטינים",51
"לפניו",51
"שהתפקיד",51
"ונגיד",51
"הקורה",51
"ירדנו",51
"המציעים",51
"לאיפה",51
"עזרת",51
"שהרב",51
"התפוצות",51
"סולודקין",51
"מהמורים",51
"שתקציב",51
"בייחוד",51
"הפיננסית",51
"שנתחיל",51
"עצוב",51
"שהצו",51
"בפן",51
"שאושרה",51
"האצבע",51
"ליחידת",51
"שתעשה",51
"והשנה",51
"לשידורי",51
"הפוליטיקה",51
"תגלית",51
"קרינה",51
"מרפאות",51
"שמתחיל",51
"והביוב",51
"מרגש",51
"בתקווה",51
"הבאתם",51
"השדולה",51
"שדורשים",51
"שבמדינת",51
"שקיימנו",51
"האיתור",51
"פברואר",51
"מליאת",51
"לתגמל",51
"בכספים",51
"שפות",51
"לתאגידים",51
"כח",51
"העסקאות",51
"מנציגי",51
"שילמנו",51
"מחצבות",51
"שכתוצאה",51
"מכינות",51
"תמת",51
"בגירעון",51
"מפחדים",51
"ההיקף",51
"מזמינה",51
"במחשב",51
"מינוף",51
"בד",51
"הצדק",51
"ייחודיות",51
"לסבסד",51
"ולהחליט",51
"להתנות",51
"ההוכחה",51
"שהעובדים",51
"משחרר",51
"לבניית",51
"נתכנס",51
"מולי",51
"מכונים",51
"מצפון",51
"נרחב",51
"פיזי",51
"ניר",51
"מקל",51
"הייצוא",51
"אורן",51
"שחיקה",51
"לעובי",50
"התחזיות",50
"פחם",50
"השהייה",50
"יילך",50
"הפרדת",50
"מונחים",50
"התקווה",50
"המשתנים",50
"מהדוח",50
"הצופים",50
"למסגרות",50
"גזירות",50
"טלאי",50
"הדעה",50
"והבה",50
"שלקחו",50
"שמכון",50
"מותאמים",50
"מגונה",50
"משפטן",50
"הדיפרנציאלי",50
"התקנת",50
"הלקחים",50
"נתיבי",50
"ומס",50
"הוצגו",50
"לכול",50
"הסכמתי",50
"שהעלו",50
"שמורה",50
"מסחריים",50
"גילו",50
"התכנוני",50
"נורמלי",50
"הגישור",50
"הצלה",50
"הרגילות",50
"והמטרה",50
"בפניה",50
"יסכימו",50
"בקופות",50
"התייחסויות",50
"הקמתי",50
"המכירה",50
"התיווך",50
"הוכחה",50
"תאונת",50
"רזבוזוב",50
"והיכולת",50
"שהעירייה",50
"המרשם",50
"להשקעה",50
"יאללה",50
"הפצה",50
"מחוזי",50
"טיפוח",50
"מתוקצבת",50
"צפויים",50
"תכנוני",50
"בפרויקטים",50
"ובא",50
"שרצה",50
"שבעבר",50
"הודיעו",50
"מגבלת",50
"תאריכים",50
"מגדילים",50
"להרוג",50
"לשמחתי",50
"במשרות",50
"שנתת",50
"מסדר",50
"צרפתי",50
"נדיר",50
"שנועד",50
"עתניאל",50
"שהכל",50
"שהעיר",50
"לבי",50
"להיפגע",50
"במפגש",50
"מחוברים",50
"בדקתם",50
"משתחרר",50
"מרצון",50
"מגדר",50
"יוצאות",50
"נפתרה",50
"בתעריף",50
"פרסם",50
"זית",50
"שבאתם",50
"סובלנות",50
"נעמה",50
"במייל",50
"ומן",50
"מיכה",50
"מעון",50
"האמריקאי",50
"מפוקחים",50
"לבדק",50
"לגירעון",50
"להכליל",50
"אנרגיות",50
"לכיס",50
"יבקש",50
"שמת",50
"קיצון",50
"מתוקנת",50
"מליון",50
"טבעון",50
"לקבלן",50
"מינויים",50
"כמשמעותו",50
"הקורס",50
"בשיחה",50
"בהיתר",50
"האבא",50
"לפצות",50
"חור",50
"מועמדות",50
"בדלת",50
"מתקשים",50
"בפיתוח",50
"ויודע",50
"סכנת",50
"ושמעתי",50
"פג",50
"מצחיק",50
"לדור",50
"גילאים",50
"שייקח",50
"אדון",50
"שייקחו",50
"החופש",50
"שהמידע",50
"חקירת",50
"שהוקמה",50
"השמה",50
"במשחק",50
"ביסודי",50
"לחם",50
"להגשת",50
"מיזוג",50
"התחזית",50
"פלא",50
"מרצה",50
"התועלת",49
"המנויים",49
"שהבנקים",49
"הפקחים",49
"טכנולוגיים",49
"צילום",49
"החיסונים",49
"הצטרפו",49
"דירת",49
"עסקת",49
"מקדימה",49
"מסעוד",49
"עניתי",49
"שושני",49
"מוחלשות",49
"במוקד",49
"הסעה",49
"המליצה",49
"הבוגרים",49
"ערוך",49
"משווים",49
"יג",49
"אחרונות",49
"המפכל",49
"ומכל",49
"רויטל",49
"ממערכת",49
"קירור",49
"ערכנו",49
"לאמנה",49
"נסביר",49
"ליורשים",49
"משלבים",49
"תנובה",49
"הספציפיים",49
"ההתוויות",49
"בקבוק",49
"שידברו",49
"דעתכם",49
"ואיכות",49
"הרגשתי",49
"בדיווח",49
"הסטטוס",49
"חלופית",49
"ולזה",49
"לשוני",49
"והגיעו",49
"יואב",49
"שהדרך",49
"צורת",49
"מתחייבת",49
"ותכף",49
"שהכוונה",49
"מצבה",49
"שלטונית",49
"מבטא",49
"ששאלתי",49
"עבורי",49
"שבנושא",49
"עמדנו",49
"הקמפיין",49
"בגידול",49
"אבין",49
"לקויות",49
"שאמה",49
"זניח",49
"לדר",49
"הגולן",49
"החקירות",49
"לקונה",49
"שהאזרח",49
"מאחרים",49
"מאפיינים",49
"הפנאי",49
"להעצים",49
"הצטרף",49
"למבוגרים",49
"שדרך",49
"ובואו",49
"אות",49
"למקצועות",49
"הואיל",49
"הפרשות",49
"משלוש",49
"נעזוב",49
"רגילות",49
"לייצור",49
"המפלגות",49
"שיכון",49
"טופל",49
